Ticker,Ticker + Name,Name
DIAX,DIAX | Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest
CTRN,CTRN | Citi Trends Inc. Common Stock,Citi Trends Inc. Common Stock
SBR,SBR | Sabine Royalty Trust Common Stock,Sabine Royalty Trust Common Stock
MGTX,MGTX | MeiraGTx Holdings plc Ordinary Shares,MeiraGTx Holdings plc Ordinary Shares
NEWT,NEWT | Newtek Business Services Corp. Common Stock (Maryland),Newtek Business Services Corp. Common Stock (Maryland)
VYGG,VYGG | Vy Global Growth Class A Ordinary Shares,Vy Global Growth Class A Ordinary Shares
RFL,RFL | Rafael Holdings Inc. Class B Common Stock,Rafael Holdings Inc. Class B Common Stock
VUZI,VUZI | Vuzix Corporation Common Stock,Vuzix Corporation Common Stock
MUC,MUC | Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock
LANDM,LANDM | Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock
TRST,TRST | TrustCo Bank Corp NY Common Stock,TrustCo Bank Corp NY Common Stock
PGC,PGC | Peapack-Gladstone Financial Corporation Common Stock,Peapack-Gladstone Financial Corporation Common Stock
MOD,MOD | Modine Manufacturing Company Common Stock,Modine Manufacturing Company Common Stock
ALCC,ALCC | AltC Acquisition Corp. Class A Common Stock,AltC Acquisition Corp. Class A Common Stock
AERI,AERI | Aerie Pharmaceuticals Inc. Common Stock,Aerie Pharmaceuticals Inc. Common Stock
PTSI,PTSI | P.A.M. Transportation Services Inc. Common Stock,P.A.M. Transportation Services Inc. Common Stock
BGB,BGB | Blackstone Strategic Credit Fund Common Shares,Blackstone Strategic Credit Fund Common Shares
TDF,TDF | Templeton Dragon Fund Inc. Common Stock,Templeton Dragon Fund Inc. Common Stock
CFIV,CFIV | CF Acquisition Corp. IV Class A common stock,CF Acquisition Corp. IV Class A common stock
CPRX,CPRX | Catalyst Pharmaceuticals Inc. Common Stock,Catalyst Pharmaceuticals Inc. Common Stock
RDIB,RDIB | Reading International Inc Class B Common Stock,Reading International Inc Class B Common Stock
BMRC,BMRC | Bank of Marin Bancorp Common Stock,Bank of Marin Bancorp Common Stock
DXPE,DXPE | DXP Enterprises Inc. Common Stock,DXP Enterprises Inc. Common Stock
CLDT,CLDT | Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
TITN,TITN | Titan Machinery Inc. Common Stock,Titan Machinery Inc. Common Stock
IFN,IFN | India Fund Inc. (The) Common Stock,India Fund Inc. (The) Common Stock
DX,DX | Dynex Capital Inc. Common Stock,Dynex Capital Inc. Common Stock
THW,THW | Tekla World Healthcare Fund Shares of Beneficial Interest,Tekla World Healthcare Fund Shares of Beneficial Interest
VRS,VRS | Verso Corporation Common Stock,Verso Corporation Common Stock
UEIC,UEIC | Universal Electronics Inc. Common Stock,Universal Electronics Inc. Common Stock
HPS,HPS | John Hancock Preferred Income Fund III Preferred Income Fund III,John Hancock Preferred Income Fund III Preferred Income Fund III
HCKT,HCKT | Hackett Group Inc (The). Common Stock,Hackett Group Inc (The). Common Stock
SGOC,SGOC | SGOCO Group Ltd Ordinary Shares (Cayman Islands),SGOCO Group Ltd Ordinary Shares (Cayman Islands)
MVF,MVF | Blackrock MuniVest Fund Inc. Common Stock,Blackrock MuniVest Fund Inc. Common Stock
DMRC,DMRC | Digimarc Corporation Common Stock,Digimarc Corporation Common Stock
CMO,CMO | Capstead Mortgage Corporation Common Stock,Capstead Mortgage Corporation Common Stock
ICLK,ICLK | iClick Interactive Asia Group Limited American Depositary Shares,iClick Interactive Asia Group Limited American Depositary Shares
CCV,CCV | Churchill Capital Corp V Class A Common Stock,Churchill Capital Corp V Class A Common Stock
LCA,LCA | Landcadia Holdings IV Inc. Class A Common Stock,Landcadia Holdings IV Inc. Class A Common Stock
LND,LND | Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
CLW,CLW | Clearwater Paper Corporation Common Stock,Clearwater Paper Corporation Common Stock
CYT,CYT | Cyteir Therapeutics Inc. Common Stock,Cyteir Therapeutics Inc. Common Stock
RDW,RDW | Redwire Corporation Common Stock,Redwire Corporation Common Stock
HAFC,HAFC | Hanmi Financial Corporation Common Stock,Hanmi Financial Corporation Common Stock
BLW,BLW | Blackrock Limited Duration Income Trust,Blackrock Limited Duration Income Trust
NAKD,NAKD | Naked Brand Group Limited Ordinary Shares,Naked Brand Group Limited Ordinary Shares
VSEC,VSEC | VSE Corporation Common Stock,VSE Corporation Common Stock
MIT,MIT | Mason Industrial Technology Inc. Class A Common Stock,Mason Industrial Technology Inc. Class A Common Stock
FSNB,FSNB | Fusion Acquisition Corp. II Class A Common Stock,Fusion Acquisition Corp. II Class A Common Stock
MRSN,MRSN | Mersana Therapeutics Inc. Common Stock,Mersana Therapeutics Inc. Common Stock
CSWC,CSWC | Capital Southwest Corporation Common Stock,Capital Southwest Corporation Common Stock
CHS,CHS | Chico's FAS Inc. Common Stock,Chico's FAS Inc. Common Stock
SWIR,SWIR | Sierra Wireless Inc. Common Stock,Sierra Wireless Inc. Common Stock
BOWX,BOWX | BowX Acquisition Corp. Class A Common Stock,BowX Acquisition Corp. Class A Common Stock
TMST,TMST | TimkenSteel Corporation Common Shares,TimkenSteel Corporation Common Shares
DHIL,DHIL | Diamond Hill Investment Group Inc. Class A Common Stock,Diamond Hill Investment Group Inc. Class A Common Stock
RMAX,RMAX | RE/MAX Holdings Inc. Class A Common Stock,RE/MAX Holdings Inc. Class A Common Stock
CATC,CATC | Cambridge Bancorp Common Stock,Cambridge Bancorp Common Stock
CHUY,CHUY | Chuy's Holdings Inc. Common Stock,Chuy's Holdings Inc. Common Stock
YORW,YORW | York Water Company (The) Common Stock,York Water Company (The) Common Stock
NKTX,NKTX | Nkarta Inc. Common Stock,Nkarta Inc. Common Stock
VWE,VWE | Vintage Wine Estates Inc. Common Stock,Vintage Wine Estates Inc. Common Stock
PHAR,PHAR | Pharming Group N.V. ADS each representing 10 ordinary shares,Pharming Group N.V. ADS each representing 10 ordinary shares
ACQR,ACQR | Independence Holdings Corp. Class A Ordinary Share,Independence Holdings Corp. Class A Ordinary Share
BBSI,BBSI | Barrett Business Services Inc. Common Stock,Barrett Business Services Inc. Common Stock
CASS,CASS | Cass Information Systems Inc Common Stock,Cass Information Systems Inc Common Stock
HVT,HVT | Haverty Furniture Companies Inc. Common Stock,Haverty Furniture Companies Inc. Common Stock
RENN,RENN | Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares
ALBO,ALBO | Albireo Pharma Inc. Common Stock,Albireo Pharma Inc. Common Stock
THRX,THRX | Theseus Pharmaceuticals Inc. Common Stock,Theseus Pharmaceuticals Inc. Common Stock
ANIK,ANIK | Anika Therapeutics Inc. Common Stock,Anika Therapeutics Inc. Common Stock
GGN,GGN | GAMCO Global Gold Natural Resources & Income Trust,GAMCO Global Gold Natural Resources & Income Trust
JSPR,JSPR | Jasper Therapeutics Inc. Common Stock,Jasper Therapeutics Inc. Common Stock
LABP,LABP | Landos Biopharma Inc. Common Stock,Landos Biopharma Inc. Common Stock
BME,BME | Blackrock Health Sciences Trust,Blackrock Health Sciences Trust
EGLE,EGLE | Eagle Bulk Shipping Inc. Common Stock,Eagle Bulk Shipping Inc. Common Stock
RM,RM | Regional Management Corp. Common Stock,Regional Management Corp. Common Stock
NRGX,NRGX | PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest
MMD,MMD | MainStay MacKay DefinedTerm Municipal Opportunities Fund,MainStay MacKay DefinedTerm Municipal Opportunities Fund
LXFR,LXFR | Luxfer Holdings PLC Ordinary Shares,Luxfer Holdings PLC Ordinary Shares
CHW,CHW | Calamos Global Dynamic Income Fund Common Stock,Calamos Global Dynamic Income Fund Common Stock
MCS,MCS | Marcus Corporation (The) Common Stock,Marcus Corporation (The) Common Stock
LEAP,LEAP | Ribbit LEAP Ltd. Class A Ordinary Shares,Ribbit LEAP Ltd. Class A Ordinary Shares
FC,FC | Franklin Covey Company Common Stock,Franklin Covey Company Common Stock
CCAP,CCAP | Crescent Capital BDC Inc. Common stock,Crescent Capital BDC Inc. Common stock
RMGC,RMGC | RMG Acquisition Corp. III Class A Ordinary Shares,RMG Acquisition Corp. III Class A Ordinary Shares
ETD,ETD | Ethan Allen Interiors Inc. Common Stock,Ethan Allen Interiors Inc. Common Stock
QUOT,QUOT | Quotient Technology Inc. Common Stock,Quotient Technology Inc. Common Stock
DCO,DCO | Ducommun Incorporated Common Stock,Ducommun Incorporated Common Stock
TBPH,TBPH | Theravance Biopharma Inc. Ordinary Shares,Theravance Biopharma Inc. Ordinary Shares
TARS,TARS | Tarsus Pharmaceuticals Inc. Common Stock,Tarsus Pharmaceuticals Inc. Common Stock
ATRS,ATRS | Antares Pharma Inc. Common Stock,Antares Pharma Inc. Common Stock
MUI,MUI | BlackRock Municipal Income Fund Inc. Common Stock,BlackRock Municipal Income Fund Inc. Common Stock
AVDL,AVDL | Avadel Pharmaceuticals plc American Depositary Shares,Avadel Pharmaceuticals plc American Depositary Shares
NDLS,NDLS | Noodles & Company Class A Common Stock,Noodles & Company Class A Common Stock
RGP,RGP | Resources Connection Inc. Common Stock,Resources Connection Inc. Common Stock
NPK,NPK | National Presto Industries Inc. Common Stock,National Presto Industries Inc. Common Stock
DTIL,DTIL | Precision BioSciences Inc. Common Stock,Precision BioSciences Inc. Common Stock
VEC,VEC | Vectrus Inc. Common Stock,Vectrus Inc. Common Stock
DBVT,DBVT | DBV Technologies S.A. American Depositary Shares,DBV Technologies S.A. American Depositary Shares
WTI,WTI | W&T Offshore Inc. Common Stock,W&T Offshore Inc. Common Stock
QIWI,QIWI | QIWI plc American Depositary Shares,QIWI plc American Depositary Shares
JFR,JFR | Nuveen Floating Rate Income Fund Common Stock,Nuveen Floating Rate Income Fund Common Stock
CALT,CALT | Calliditas Therapeutics AB American Depositary Shares,Calliditas Therapeutics AB American Depositary Shares
ZEV,ZEV | Lightning eMotors Inc Common Stock,Lightning eMotors Inc Common Stock
APPH,APPH | AppHarvest Inc. Common Stock,AppHarvest Inc. Common Stock
MCRB,MCRB | Seres Therapeutics Inc. Common Stock,Seres Therapeutics Inc. Common Stock
IPOD,IPOD | Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares
JPI,JPI | Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
RIGL,RIGL | Rigel Pharmaceuticals Inc. Common Stock,Rigel Pharmaceuticals Inc. Common Stock
HMPT,HMPT | Home Point Capital Inc Common Stock,Home Point Capital Inc Common Stock
RSVR,RSVR | Reservoir Media Inc. Common Stock,Reservoir Media Inc. Common Stock
AROW,AROW | Arrow Financial Corporation Common Stock,Arrow Financial Corporation Common Stock
RVI,RVI | Retail Value Inc. Common Stock ,Retail Value Inc. Common Stock 
REV,REV | Revlon Inc. New Common Stock,Revlon Inc. New Common Stock
VOR,VOR | Vor Biopharma Inc. Common Stock,Vor Biopharma Inc. Common Stock
MMU,MMU | Western Asset Managed Municipals Fund Inc. Common Stock,Western Asset Managed Municipals Fund Inc. Common Stock
SRI,SRI | Stoneridge Inc. Common Stock,Stoneridge Inc. Common Stock
SFT,SFT | Shift Technologies Inc. Class A Common Stock,Shift Technologies Inc. Class A Common Stock
LOOP,LOOP | Loop Industries Inc. Common Stock,Loop Industries Inc. Common Stock
SXC,SXC | SunCoke Energy Inc. Common Stock,SunCoke Energy Inc. Common Stock
RMBL,RMBL | RumbleOn Inc. Class B Common Stock,RumbleOn Inc. Class B Common Stock
MYPS,MYPS | PLAYSTUDIOS Inc.  Class A Common Stock,PLAYSTUDIOS Inc.  Class A Common Stock
WPRT,WPRT | Westport Fuel Systems Inc Common Shares,Westport Fuel Systems Inc Common Shares
AMTX,AMTX | Aemetis Inc. Common Stock,Aemetis Inc. Common Stock
VIST,VIST | Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value
RYTM,RYTM | Rhythm Pharmaceuticals Inc. Common Stock,Rhythm Pharmaceuticals Inc. Common Stock
AADI,AADI | Aadi Bioscience Inc. Common Stock,Aadi Bioscience Inc. Common Stock
FNCH,FNCH | Finch Therapeutics Group Inc. Common Stock,Finch Therapeutics Group Inc. Common Stock
MUA,MUA | Blackrock MuniAssets Fund Inc Common Stock,Blackrock MuniAssets Fund Inc Common Stock
ABST,ABST | Absolute Software Corporation Common Stock,Absolute Software Corporation Common Stock
IGD,IGD | Voya Global Equity Dividend and Premium Opportunity Fund,Voya Global Equity Dividend and Premium Opportunity Fund
AGCB,AGCB | Altimeter Growth Corp. 2 Class A Ordinary Shares,Altimeter Growth Corp. 2 Class A Ordinary Shares
HPI,HPI | John Hancock Preferred Income Fund Common Shares of Beneficial Interest,John Hancock Preferred Income Fund Common Shares of Beneficial Interest
TSPQ,TSPQ | TCW Special Purpose Acquisition Corp. Class A Common Stock,TCW Special Purpose Acquisition Corp. Class A Common Stock
GTPB,GTPB | Gores Technology Partners II Inc. Class A Common Stock,Gores Technology Partners II Inc. Class A Common Stock
MSBI,MSBI | Midland States Bancorp Inc. Common Stock,Midland States Bancorp Inc. Common Stock
CNVY,CNVY | Convey Holding Parent Inc. Common Stock,Convey Holding Parent Inc. Common Stock
LOCO,LOCO | El Pollo Loco Holdings Inc. Common Stock,El Pollo Loco Holdings Inc. Common Stock
AXGN,AXGN | Axogen Inc. Common Stock,Axogen Inc. Common Stock
REVH,REVH | Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock
THR,THR | Thermon Group Holdings Inc. Common Stock,Thermon Group Holdings Inc. Common Stock
SEAH,SEAH | Sports Entertainment Acquisition Corp. Class A Common Stock,Sports Entertainment Acquisition Corp. Class A Common Stock
CURI,CURI | CuriosityStream Inc. Class A Common Stock,CuriosityStream Inc. Class A Common Stock
FCBC,FCBC | First Community Bankshares Inc. (VA) Common Stock,First Community Bankshares Inc. (VA) Common Stock
NQP,NQP | Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock
CLSK,CLSK | CleanSpark Inc. Common Stock,CleanSpark Inc. Common Stock
CEPU,CEPU | Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),Central Puerto S.A. American Depositary Shares (each represents ten Common Shares)
EFR,EFR | Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest
ULH,ULH | Universal Logistics Holdings Inc. Common Stock,Universal Logistics Holdings Inc. Common Stock
SRLP,SRLP | Sprague Resources LP Common Units representing Limited Partner Interests,Sprague Resources LP Common Units representing Limited Partner Interests
CYD,CYD | China Yuchai International Limited Common Stock,China Yuchai International Limited Common Stock
GMII,GMII | Gores Metropoulos II Inc. Class A Common Stock,Gores Metropoulos II Inc. Class A Common Stock
DIBS,DIBS | 1stdibs.com Inc. Common Stock,1stdibs.com Inc. Common Stock
PETS,PETS | PetMed Express Inc. Common Stock,PetMed Express Inc. Common Stock
NCV,NCV | Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest
OTMO,OTMO | Otonomo Technologies Ltd. Ordinary shares,Otonomo Technologies Ltd. Ordinary shares
ITRN,ITRN | Ituran Location and Control Ltd. Ordinary Shares,Ituran Location and Control Ltd. Ordinary Shares
IPI,IPI | Intrepid Potash Inc Common Stock,Intrepid Potash Inc Common Stock
RMR,RMR | The RMR Group Inc. Class A Common Stock,The RMR Group Inc. Class A Common Stock
CASA,CASA | Casa Systems Inc. Common Stock,Casa Systems Inc. Common Stock
TALK,TALK | Talkspace Inc. Common Stock,Talkspace Inc. Common Stock
ACBI,ACBI | Atlantic Capital Bancshares Inc. Common Stock,Atlantic Capital Bancshares Inc. Common Stock
FSP,FSP | Franklin Street Properties Corp. Common Stock,Franklin Street Properties Corp. Common Stock
FTCI,FTCI | FTC Solar Inc. Common Stock,FTC Solar Inc. Common Stock
ZEPP,ZEPP | Zepp Health Corporation American Depositary Shares,Zepp Health Corporation American Depositary Shares
BZH,BZH | Beazer Homes USA Inc. Common Stock,Beazer Homes USA Inc. Common Stock
RBNC,RBNC | Reliant Bancorp Inc. Common Stock,Reliant Bancorp Inc. Common Stock
UFCS,UFCS | United Fire Group Inc. Common Stock,United Fire Group Inc. Common Stock
DFP,DFP | Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock
NRXP,NRXP | NRX Pharmaceuticals Inc. Common Stock,NRX Pharmaceuticals Inc. Common Stock
MYN,MYN | Blackrock MuniYield New York Quality Fund Inc.Common Stock,Blackrock MuniYield New York Quality Fund Inc.Common Stock
SB,SB | Safe Bulkers Inc Common Stock ($0.001 par value),Safe Bulkers Inc Common Stock ($0.001 par value)
KODK,KODK | Eastman Kodak Company Common New,Eastman Kodak Company Common New
ATOM,ATOM | Atomera Incorporated Common Stock,Atomera Incorporated Common Stock
VAQC,VAQC | Vector Acquisition Corporation II Class A Ordinary Shares,Vector Acquisition Corporation II Class A Ordinary Shares
AWP,AWP | Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest
EVN,EVN | Eaton Vance Municipal Income Trust Common Stock,Eaton Vance Municipal Income Trust Common Stock
THFF,THFF | First Financial Corporation Indiana Common Stock,First Financial Corporation Indiana Common Stock
ABOS,ABOS | Acumen Pharmaceuticals Inc. Common Stock,Acumen Pharmaceuticals Inc. Common Stock
MCBS,MCBS | MetroCity Bankshares Inc. Common Stock,MetroCity Bankshares Inc. Common Stock
CVLG,CVLG | Covenant Logistics Group Inc. Class A Common Stock,Covenant Logistics Group Inc. Class A Common Stock
VKI,VKI | Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE)
SPRO,SPRO | Spero Therapeutics Inc. Common Stock,Spero Therapeutics Inc. Common Stock
NOTV,NOTV | Inotiv Inc. Common Stock,Inotiv Inc. Common Stock
MFL,MFL | Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest
IVA,IVA | Inventiva S.A. American Depository Shares,Inventiva S.A. American Depository Shares
NEWP,NEWP | New Pacific Metals Corp. Common Shares,New Pacific Metals Corp. Common Shares
BNED,BNED | Barnes & Noble Education Inc Common Stock,Barnes & Noble Education Inc Common Stock
ISD,ISD | PGIM High Yield Bond Fund Inc.,PGIM High Yield Bond Fund Inc.
KDNY,KDNY | Chinook Therapeutics Inc. Common Stock,Chinook Therapeutics Inc. Common Stock
NHF,NHF | NexPoint Strategic Opportunities Fund,NexPoint Strategic Opportunities Fund
VAPO,VAPO | Vapotherm Inc. Common Stock,Vapotherm Inc. Common Stock
BIOX,BIOX | Bioceres Crop Solutions Corp. Ordinary Shares,Bioceres Crop Solutions Corp. Ordinary Shares
SPNE,SPNE | SeaSpine Holdings Corporation Common Stock,SeaSpine Holdings Corporation Common Stock
STK,STK | Columbia Seligman Premium Technology Growth Fund Inc,Columbia Seligman Premium Technology Growth Fund Inc
CPAC,CPAC | Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)
BVH,BVH | Bluegreen Vacations Holding Corporation Class A Common Stock,Bluegreen Vacations Holding Corporation Class A Common Stock
TIPT,TIPT | Tiptree Inc. Common Stock,Tiptree Inc. Common Stock
GTHX,GTHX | G1 Therapeutics Inc. Common Stock,G1 Therapeutics Inc. Common Stock
BW,BW | Babcock & Wilcox Enterprises Inc. Common Stock,Babcock & Wilcox Enterprises Inc. Common Stock
REKR,REKR | Rekor Systems Inc. Common Stock,Rekor Systems Inc. Common Stock
PAE,PAE | PAE Incorporated Class A Common Stock,PAE Incorporated Class A Common Stock
HAAC,HAAC | Health Assurance Acquisition Corp. Class A Common Stock,Health Assurance Acquisition Corp. Class A Common Stock
CO,CO | Global Cord Blood Corporation Common Stock,Global Cord Blood Corporation Common Stock
PRPC,PRPC | CC Neuberger Principal Holdings III Class A Ordinary Shares,CC Neuberger Principal Holdings III Class A Ordinary Shares
EAD,EAD | Wells Fargo Income Opportunities Fund Common Shares,Wells Fargo Income Opportunities Fund Common Shares
ALRS,ALRS | Alerus Financial Corporation Common Stock,Alerus Financial Corporation Common Stock
BFC,BFC | Bank First Corporation Common Stock,Bank First Corporation Common Stock
ARLO,ARLO | Arlo Technologies Inc. Common Stock,Arlo Technologies Inc. Common Stock
LEO,LEO | BNY Mellon Strategic Municipals Inc. Common Stock,BNY Mellon Strategic Municipals Inc. Common Stock
BLBD,BLBD | Blue Bird Corporation Common Stock,Blue Bird Corporation Common Stock
HOV,HOV | Hovnanian Enterprises Inc. Class A Common Stock,Hovnanian Enterprises Inc. Class A Common Stock
MBWM,MBWM | Mercantile Bank Corporation Common Stock,Mercantile Bank Corporation Common Stock
AMAL,AMAL | Amalgamated Financial Corp. Common Stock (DE),Amalgamated Financial Corp. Common Stock (DE)
BGFV,BGFV | Big 5 Sporting Goods Corporation Common Stock,Big 5 Sporting Goods Corporation Common Stock
ZENV,ZENV | Zenvia Inc. Class A Common Stock,Zenvia Inc. Class A Common Stock
DSU,DSU | Blackrock Debt Strategies Fund Inc. Common Stock,Blackrock Debt Strategies Fund Inc. Common Stock
DPG,DPG | Duff & Phelps Utility and Infrastructure Fund Inc.,Duff & Phelps Utility and Infrastructure Fund Inc.
ALLT,ALLT | Allot Ltd. Ordinary Shares,Allot Ltd. Ordinary Shares
SIGA,SIGA | SIGA Technologies Inc. Common Stock,SIGA Technologies Inc. Common Stock
CGEN,CGEN | Compugen Ltd. Ordinary Shares,Compugen Ltd. Ordinary Shares
FSD,FSD | First Trust High Income Long Short Fund Common Shares of Beneficial Interest,First Trust High Income Long Short Fund Common Shares of Beneficial Interest
MUX,MUX | McEwen Mining Inc. Common Stock,McEwen Mining Inc. Common Stock
CPSI,CPSI | Computer Programs and Systems Inc. Common Stock,Computer Programs and Systems Inc. Common Stock
TRNS,TRNS | Transcat Inc. Common Stock,Transcat Inc. Common Stock
EFTR,EFTR | eFFECTOR Therapeutics Inc. Common Stock,eFFECTOR Therapeutics Inc. Common Stock
LL,LL | Lumber Liquidators Holdings Inc Common Stock,Lumber Liquidators Holdings Inc Common Stock
DSPG,DSPG | DSP Group Inc. Common Stock,DSP Group Inc. Common Stock
PRQR,PRQR | ProQR Therapeutics N.V. Ordinary Shares,ProQR Therapeutics N.V. Ordinary Shares
DGNU,DGNU | Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares
FRPH,FRPH | FRP Holdings Inc. Common Stock,FRP Holdings Inc. Common Stock
PASG,PASG | Passage Bio Inc. Common Stock,Passage Bio Inc. Common Stock
MCA,MCA | Blackrock MuniYield California Quality Fund Inc. Common Stock,Blackrock MuniYield California Quality Fund Inc. Common Stock
ARBE,ARBE | Arbe Robotics Ltd. Ordinary Shares,Arbe Robotics Ltd. Ordinary Shares
CMRX,CMRX | Chimerix Inc. Common Stock,Chimerix Inc. Common Stock
JHB,JHB | Nuveen Corporate Income November 2021 Target Term Fund,Nuveen Corporate Income November 2021 Target Term Fund
TIG,TIG | Trean Insurance Group Inc. Common Stock,Trean Insurance Group Inc. Common Stock
PHVS,PHVS | Pharvaris N.V. Ordinary Shares,Pharvaris N.V. Ordinary Shares
PV,PV | Primavera Capital Acquisition Corporation Class A Ordinary Shares,Primavera Capital Acquisition Corporation Class A Ordinary Shares
MIRM,MIRM | Mirum Pharmaceuticals Inc. Common Stock,Mirum Pharmaceuticals Inc. Common Stock
PKO,PKO | Pimco Income Opportunity Fund Common Shares of Beneficial Interest,Pimco Income Opportunity Fund Common Shares of Beneficial Interest
YTPG,YTPG | TPG Pace Beneficial II Corp. Class A Ordinary Shares,TPG Pace Beneficial II Corp. Class A Ordinary Shares
TPVG,TPVG | TriplePoint Venture Growth BDC Corp. Common Stock,TriplePoint Venture Growth BDC Corp. Common Stock
BFST,BFST | Business First Bancshares Inc. Common Stock,Business First Bancshares Inc. Common Stock
BH,BH | Biglari Holdings Inc. Class B Common Stock,Biglari Holdings Inc. Class B Common Stock
RMT,RMT | Royce Micro-Cap Trust Inc. Common Stock,Royce Micro-Cap Trust Inc. Common Stock
SCPL,SCPL | SciPlay Corporation Class A Common Stock,SciPlay Corporation Class A Common Stock
REX,REX | REX American Resources Corporation,REX American Resources Corporation
AEHR,AEHR | Aehr Test Systems Common Stock,Aehr Test Systems Common Stock
ANZU,ANZU | Anzu Special Acquisition Corp I Class A Common Stock,Anzu Special Acquisition Corp I Class A Common Stock
PAVM,PAVM | PAVmed Inc. Common Stock,PAVmed Inc. Common Stock
NGAB,NGAB | Northern Genesis Acquisition Corp. II Common Stock,Northern Genesis Acquisition Corp. II Common Stock
CLVS,CLVS | Clovis Oncology Inc. Common Stock,Clovis Oncology Inc. Common Stock
TDW,TDW | Tidewater Inc. Common Stock,Tidewater Inc. Common Stock
TBCP,TBCP | Thunder Bridge Capital Partners III Inc. Class A Common Stock,Thunder Bridge Capital Partners III Inc. Class A Common Stock
WSBF,WSBF | Waterstone Financial Inc. Common Stock (MD),Waterstone Financial Inc. Common Stock (MD)
BUI,BUI | BlackRock Utility Infrastructure & Power Opportunities Trust,BlackRock Utility Infrastructure & Power Opportunities Trust
MOTV,MOTV | Motive Capital Corp Class A Ordinary Shares,Motive Capital Corp Class A Ordinary Shares
MVBF,MVBF | MVB Financial Corp. Common Stock,MVB Financial Corp. Common Stock
TCS,TCS | Container Store (The) Common Stock,Container Store (The) Common Stock
PFLT,PFLT | PennantPark Floating Rate Capital Ltd. Common Stock,PennantPark Floating Rate Capital Ltd. Common Stock
FMAC,FMAC | FirstMark Horizon Acquisition Corp. Class A Common Stock,FirstMark Horizon Acquisition Corp. Class A Common Stock
RFMZ,RFMZ | RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock
MRAC,MRAC | Marquee Raine Acquisition Corp. Class A Ordinary Shares,Marquee Raine Acquisition Corp. Class A Ordinary Shares
IKNA,IKNA | Ikena Oncology Inc. Common Stock,Ikena Oncology Inc. Common Stock
MCFT,MCFT | MasterCraft Boat Holdings Inc. Common Stock,MasterCraft Boat Holdings Inc. Common Stock
EQD,EQD | Equity Distribution Acquisition Corp. Class A Common Stock,Equity Distribution Acquisition Corp. Class A Common Stock
GUT,GUT | Gabelli Utility Trust (The) Common Stock,Gabelli Utility Trust (The) Common Stock
EPZM,EPZM | Epizyme Inc. Common Stock,Epizyme Inc. Common Stock
FINM,FINM | Marlin Technology Corporation Class A Ordinary Share,Marlin Technology Corporation Class A Ordinary Share
JOFF,JOFF | JOFF Fintech Acquisition Corp. Class A Common Stock,JOFF Fintech Acquisition Corp. Class A Common Stock
